RECORDING_SESSION_LABEL	TRIAL_INDEX	IA_AREA	IA_DWELL_TIME	IA_FIRST_FIXATION_DURATION	IA_FIRST_FIXATION_INDEX	IA_FIXATION_COUNT	IA_FIRST_FIXATION_PREVIOUS_FIX_IA	IA_FIRST_FIXATION_PREVIOUS_IAREAS	IA_FIRST_FIXATION_TIME	IA_FIRST_FIXATION_VISITED_IA_COUNT	IA_FIRST_FIXATION_X	IA_FIRST_FIXATION_Y	IA_FIRST_FIX_PROGRESSIVE	IA_FIXATION_%	IA_ID	IA_LABEL	IA_LAST_FIXATION_DURATION	IA_LAST_FIXATION_X	IA_LAST_FIXATION_Y	IA_LEFT	IA_BOTTOM	IA_RIGHT	IA_START_TIME	IA_TOP	IA_TYPE	INTEREST_AREA_FIXATION_SEQUENCE	IP_END_TIME	IP_LABEL	IP_START_TIME	TIME_SCALE	Session_Name_	Trial_Index_	condition	dog_session	frame_rate	session	video_file	TRIAL_DWELL_TIME	TRIAL_FIXATION_COUNT	TRIAL_IA_COUNT	TRIAL_TOTAL_VISITED_IA_COUNT
Kalea_2	3	56118.00	513	513	2	1	.	.	4764	0	592.40	437.70	1	0.1667	2	dog_face_IA	513	592.40	437.70	469	524	751	.	325	RECTANGLE	[0, 2, 0]	1135808	whole_video	1125827	Trial Relative	Kalea_2	3	ambiguous	02-2	30.3	2	ambiguous_goal_100.mp4	9549.00	6	2	1
Kalea_2	4	56118.00	0	.	.	0	.	.	.	.	.	.	.	0.0000	1	human_face_IA	.	.	.	259	197	541	.	-2	RECTANGLE	[2, 0, 2, 0]	1146258	whole_video	1136246	Trial Relative	Kalea_2	4	ambiguous	02-2	30.3	2	ambiguous_goal_100.mp4	9367.00	9	2	1
Kalea_2	4	56118.00	1534	145	1	3	.	.	99	0	489.70	479.80	1	0.3333	2	dog_face_IA	764	500.20	381.30	469	524	751	.	325	RECTANGLE	[2, 0, 2, 0]	1146258	whole_video	1136246	Trial Relative	Kalea_2	4	ambiguous	02-2	30.3	2	ambiguous_goal_100.mp4	9367.00	9	2	1
Kelly_1	1	56118.00	8145	3102	4	7	.	[2]	897	1	407.10	157.20	0	0.4667	1	human_face_IA	306	487.80	173.10	259	197	541	.	-2	RECTANGLE	[0, 2, 0, 1, 0, 1, 0, 1, 0, 1]	14563966	whole_video	14553956	Trial Relative	Kelly_1	1	clear	02-1	30.3	1	clear_goal_100.mp4	9267.00	15	2	2
Kelly_1	1	56118.00	72	72	2	1	.	.	701	0	603.80	328.50	1	0.0667	2	dog_face_IA	72	603.80	328.50	469	524	751	.	325	RECTANGLE	[0, 2, 0, 1, 0, 1, 0, 1, 0, 1]	14563966	whole_video	14553956	Trial Relative	Kelly_1	1	clear	02-1	30.3	1	clear_goal_100.mp4	9267.00	15	2	2
Kelly_1	2	56118.00	7698	790	3	6	.	[2]	1237	1	376.20	144.60	0	0.4615	1	human_face_IA	993	375.10	143.60	259	197	541	.	-2	RECTANGLE	[2, 0, 1, 0, 1, 0, 1, 0, 1, 0]	14575098	whole_video	14565087	Trial Relative	Kelly_1	2	clear	02-1	30.3	1	clear_goal_100.mp4	8986.00	13	2	2
Kelly_1	2	56118.00	219	219	1	1	.	.	789	0	545.30	329.10	1	0.0769	2	dog_face_IA	219	545.30	329.10	469	524	751	.	325	RECTANGLE	[2, 0, 1, 0, 1, 0, 1, 0, 1, 0]	14575098	whole_video	14565087	Trial Relative	Kelly_1	2	clear	02-1	30.3	1	clear_goal_100.mp4	8986.00	13	2	2
Kelly_1	3	56118.00	6186	2120	2	5	.	.	927	0	407.30	181.60	1	0.3846	1	human_face_IA	786	415.40	91.10	259	197	541	.	-2	RECTANGLE	[0, 1, 0, 1, 0, 1, 0, 1]	14586179	whole_video	14576168	Trial Relative	Kelly_1	3	clear	02-1	30.3	1	clear_goal_100.mp4	9145.00	13	2	1
Kelly_1	3	56118.00	0	.	.	0	.	.	.	.	.	.	.	0.0000	2	dog_face_IA	.	.	.	469	524	751	.	325	RECTANGLE	[0, 1, 0, 1, 0, 1, 0, 1]	14586179	whole_video	14576168	Trial Relative	Kelly_1	3	clear	02-1	30.3	1	clear_goal_100.mp4	9145.00	13	2	1
Kelly_1	4	56118.00	3029	1758	6	2	.	[2]	6288	1	394.20	166.30	0	0.2222	1	human_face_IA	1271	436.50	72.00	259	197	541	.	-2	RECTANGLE	[0, 2, 0, 1, 0, 1]	14597720	whole_video	14587707	Trial Relative	Kelly_1	4	clear	02-1	30.3	1	clear_goal_100.mp4	8135.00	9	2	2
Kelly_1	4	56118.00	177	177	2	1	.	.	1312	0	558.20	405.60	1	0.1111	2	dog_face_IA	177	558.20	405.60	469	524	751	.	325	RECTANGLE	[0, 2, 0, 1, 0, 1]	14597720	whole_video	14587707	Trial Relative	Kelly_1	4	clear	02-1	30.3	1	clear_goal_100.mp4	8135.00	9	2	2
Kelly_2	1	56118.00	5151	228	3	3	.	[2]	1151	1	410.90	164.60	0	0.3333	1	human_face_IA	2569	305.90	121.70	259	197	541	.	-2	RECTANGLE	[2, 0, 1, 0, 1]	495373	whole_video	485371	Trial Relative	Kelly_2	1	ambiguous	02-2	30.3	2	ambiguous_goal_100.mp4	9186.00	9	2	2
Kelly_2	1	56118.00	159	159	1	1	.	.	821	0	473.00	401.50	1	0.1111	2	dog_face_IA	159	473.00	401.50	469	524	751	.	325	RECTANGLE	[2, 0, 1, 0, 1]	495373	whole_video	485371	Trial Relative	Kelly_2	1	ambiguous	02-2	30.3	2	ambiguous_goal_100.mp4	9186.00	9	2	2
Kelly_2	2	56118.00	3797	1707	3	3	.	[2]	2358	1	384.60	182.00	0	0.2727	1	human_face_IA	1005	463.30	156.40	259	197	541	.	-2	RECTANGLE	[2, 0, 1, 0, 1]	506789	whole_video	496778	Trial Relative	Kelly_2	2	ambiguous	02-2	30.3	2	ambiguous_goal_100.mp4	9194.00	11	2	2
Kelly_2	2	56118.00	212	212	1	1	.	.	1073	0	491.30	355.60	1	0.0909	2	dog_face_IA	212	491.30	355.60	469	524	751	.	325	RECTANGLE	[2, 0, 1, 0, 1]	506789	whole_video	496778	Trial Relative	Kelly_2	2	ambiguous	02-2	30.3	2	ambiguous_goal_100.mp4	9194.00	11	2	2
Kelly_2	3	56118.00	4332	504	2	4	2	[2]	1148	1	362.10	128.40	0	0.4444	1	human_face_IA	22	385.30	141.90	259	197	541	.	-2	RECTANGLE	[2, 1, 0, 1, 0, 1]	518073	whole_video	508061	Trial Relative	Kelly_2	3	ambiguous	02-2	30.3	2	ambiguous_goal_100.mp4	9366.00	9	2	2
Kelly_2	3	56118.00	134	134	1	1	.	.	959	0	535.40	430.40	1	0.1111	2	dog_face_IA	134	535.40	430.40	469	524	751	.	325	RECTANGLE	[2, 1, 0, 1, 0, 1]	518073	whole_video	508061	Trial Relative	Kelly_2	3	ambiguous	02-2	30.3	2	ambiguous_goal_100.mp4	9366.00	9	2	2
Kelly_2	4	56118.00	4058	515	2	4	2	[2]	1054	1	377.10	168.20	0	0.3077	1	human_face_IA	1928	349.30	116.60	259	197	541	.	-2	RECTANGLE	[2, 1, 0, 1, 0, 1, 0, 1, 0]	529174	whole_video	519163	Trial Relative	Kelly_2	4	ambiguous	02-2	30.3	2	ambiguous_goal_100.mp4	8786.00	13	2	2
Kelly_2	4	56118.00	252	252	1	1	.	.	753	0	490.80	343.70	1	0.0769	2	dog_face_IA	252	490.80	343.70	469	524	751	.	325	RECTANGLE	[2, 1, 0, 1, 0, 1, 0, 1, 0]	529174	whole_video	519163	Trial Relative	Kelly_2	4	ambiguous	02-2	30.3	2	ambiguous_goal_100.mp4	8786.00	13	2	2
Knopfi_1	1	56118.00	9822	9822	2	1	.	.	743	0	453.00	54.20	1	0.5000	1	human_face_IA	9822	453.00	54.20	259	197	541	.	-2	RECTANGLE	[0, 1]	1519898	whole_video	1509893	Trial Relative	Knopfi_1	1	ambiguous	17-1	12	1	ambiguous_goal_100.mp4	9954.00	2	2	1
Knopfi_1	1	56118.00	0	.	.	0	.	.	.	.	.	.	.	0.0000	2	dog_face_IA	.	.	.	469	524	751	.	325	RECTANGLE	[0, 1]	1519898	whole_video	1509893	Trial Relative	Knopfi_1	1	ambiguous	17-1	12	1	ambiguous_goal_100.mp4	9954.00	2	2	1
Knopfi_1	2	56118.00	8412	3054	3	3	2	[2]	735	1	400.00	120.10	0	0.5000	1	human_face_IA	3703	411.20	60.70	259	197	541	.	-2	RECTANGLE	[0, 2, 1, 0, 1]	1530786	whole_video	1520775	Trial Relative	Knopfi_1	2	ambiguous	17-1	12	1	ambiguous_goal_100.mp4	9824.00	6	2	2
Knopfi_1	2	56118.00	92	92	2	1	.	.	587	0	517.50	367.00	1	0.1667	2	dog_face_IA	92	517.50	367.00	469	524	751	.	325	RECTANGLE	[0, 2, 1, 0, 1]	1530786	whole_video	1520775	Trial Relative	Knopfi_1	2	ambiguous	17-1	12	1	ambiguous_goal_100.mp4	9824.00	6	2	2
Knopfi_1	3	56118.00	7701	811	3	4	2	[2]	607	1	399.30	131.80	0	0.5714	1	human_face_IA	4124	427.40	57.20	259	197	541	.	-2	RECTANGLE	[0, 2, 1, 0, 1]	1541572	whole_video	1531561	Trial Relative	Knopfi_1	3	ambiguous	17-1	12	1	ambiguous_goal_100.mp4	9499.00	7	2	2
Knopfi_1	3	56118.00	63	63	2	1	.	.	499	0	527.70	329.90	1	0.1429	2	dog_face_IA	63	527.70	329.90	469	524	751	.	325	RECTANGLE	[0, 2, 1, 0, 1]	1541572	whole_video	1531561	Trial Relative	Knopfi_1	3	ambiguous	17-1	12	1	ambiguous_goal_100.mp4	9499.00	7	2	2
Knopfi_1	4	56118.00	9820	5992	2	2	2	[2]	830	1	422.80	106.30	0	0.6667	1	human_face_IA	3828	417.10	74.70	259	197	541	.	-2	RECTANGLE	[2, 1]	1552561	whole_video	1542551	Trial Relative	Knopfi_1	4	ambiguous	17-1	12	1	ambiguous_goal_100.mp4	9954.00	3	2	2
Knopfi_1	4	56118.00	134	134	1	1	.	.	646	0	520.50	352.40	1	0.3333	2	dog_face_IA	134	520.50	352.40	469	524	751	.	325	RECTANGLE	[2, 1]	1552561	whole_video	1542551	Trial Relative	Knopfi_1	4	ambiguous	17-1	12	1	ambiguous_goal_100.mp4	9954.00	3	2	2
Knopfi_2	1	56118.00	9822	5795	2	2	.	.	622	0	425.90	77.10	1	0.6667	1	human_face_IA	4027	379.20	30.20	259	197	541	.	-2	RECTANGLE	[0, 1]	2128399	whole_video	2118389	Trial Relative	Knopfi_2	1	clear	17-2	12	2	clear_goal_100.mp4	9944.00	3	2	1
Knopfi_2	1	56118.00	0	.	.	0	.	.	.	.	.	.	.	0.0000	2	dog_face_IA	.	.	.	469	524	751	.	325	RECTANGLE	[0, 1]	2128399	whole_video	2118389	Trial Relative	Knopfi_2	1	clear	17-2	12	2	clear_goal_100.mp4	9944.00	3	2	1
Knopfi_2	2	56118.00	8542	158	2	3	.	.	568	0	388.40	95.80	1	0.6000	1	human_face_IA	6533	396.60	22.60	259	197	541	.	-2	RECTANGLE	[0, 1, 0, 1]	2139124	whole_video	2129113	Trial Relative	Knopfi_2	2	clear	17-2	12	2	clear_goal_100.mp4	9847.00	5	2	1
Knopfi_2	2	56118.00	0	.	.	0	.	.	.	.	.	.	.	0.0000	2	dog_face_IA	.	.	.	469	524	751	.	325	RECTANGLE	[0, 1, 0, 1]	2139124	whole_video	2129113	Trial Relative	Knopfi_2	2	clear	17-2	12	2	clear_goal_100.mp4	9847.00	5	2	1
Knopfi_2	3	56118.00	3848	191	3	2	2	[2]	585	1	386.30	109.90	0	0.4000	1	human_face_IA	3657	339.70	0.60	259	197	541	.	-2	RECTANGLE	[0, 2, 1, 0, 1]	2149879	whole_video	2139869	Trial Relative	Knopfi_2	3	clear	17-2	12	2	clear_goal_100.mp4	9658.00	5	2	2
Knopfi_2	3	56118.00	64	64	2	1	.	.	467	0	497.30	334.70	1	0.2000	2	dog_face_IA	64	497.30	334.70	469	524	751	.	325	RECTANGLE	[0, 2, 1, 0, 1]	2149879	whole_video	2139869	Trial Relative	Knopfi_2	3	clear	17-2	12	2	clear_goal_100.mp4	9658.00	5	2	2
Knopfi_2	4	56118.00	9792	107	2	2	2	[2]	762	1	359.10	126.50	0	0.6667	1	human_face_IA	9685	345.00	14.00	259	197	541	.	-2	RECTANGLE	[2, 1]	2160799	whole_video	2150788	Trial Relative	Knopfi_2	4	clear	17-2	12	2	clear_goal_100.mp4	9927.00	3	2	2
Knopfi_2	4	56118.00	135	135	1	1	.	.	575	0	500.20	389.40	1	0.3333	2	dog_face_IA	135	500.20	389.40	469	524	751	.	325	RECTANGLE	[2, 1]	2160799	whole_video	2150788	Trial Relative	Knopfi_2	4	clear	17-2	12	2	clear_goal_100.mp4	9927.00	3	2	2
Lenny_1	1	56118.00	0	.	.	0	.	.	.	.	.	.	.	0.0000	1	human_face_IA	.	.	.	259	197	541	.	-2	RECTANGLE	[2, 0, 2, 0, 2, 0, 2, 0, 2, 0]	2210286	whole_video	2200276	Trial Relative	Lenny_1	1	clear	12-1	30.3	1	clear_goal_100.mp4	9528.00	11	2	1
Lenny_1	1	56118.00	6636	180	1	6	.	.	111	0	496.80	358.60	1	0.5455	2	dog_face_IA	2144	568.00	516.40	469	524	751	.	325	RECTANGLE	[2, 0, 2, 0, 2, 0, 2, 0, 2, 0]	2210286	whole_video	2200276	Trial Relative	Lenny_1	1	clear	12-1	30.3	1	clear_goal_100.mp4	9528.00	11	2	1
Lenny_1	2	56118.00	0	.	.	0	.	.	.	.	.	.	.	0.0000	1	human_face_IA	.	.	.	259	197	541	.	-2	RECTANGLE	[2, 0, 2, 0, 2]	2220929	whole_video	2210918	Trial Relative	Lenny_1	2	clear	12-1	30.3	1	clear_goal_100.mp4	9537.00	9	2	1
Lenny_1	2	56118.00	3934	458	1	3	.	.	299	0	487.90	503.10	1	0.3333	2	dog_face_IA	1733	547.40	511.80	469	524	751	.	325	RECTANGLE	[2, 0, 2, 0, 2]	2220929	whole_video	2210918	Trial Relative	Lenny_1	2	clear	12-1	30.3	1	clear_goal_100.mp4	9537.00	9	2	1
Lenny_1	3	56118.00	0	.	.	0	.	.	.	.	.	.	.	0.0000	1	human_face_IA	.	.	.	259	197	541	.	-2	RECTANGLE	[2, 0]	2231684	whole_video	2221674	Trial Relative	Lenny_1	3	clear	12-1	30.3	1	clear_goal_100.mp4	9659.00	3	2	1
Lenny_1	3	56118.00	9640	8113	1	2	.	.	407	0	471.90	396.50	1	0.6667	2	dog_face_IA	1527	544.60	499.90	469	524	751	.	325	RECTANGLE	[2, 0]	2231684	whole_video	2221674	Trial Relative	Lenny_1	3	clear	12-1	30.3	1	clear_goal_100.mp4	9659.00	3	2	1
Lenny_1	4	56118.00	0	.	.	0	.	.	.	.	.	.	.	0.0000	1	human_face_IA	.	.	.	259	197	541	.	-2	RECTANGLE	[0, 2]	2242223	whole_video	2232214	Trial Relative	Lenny_1	4	clear	12-1	30.3	1	clear_goal_100.mp4	9976.00	4	2	1
Lenny_1	4	56118.00	1220	1220	4	1	.	.	8984	0	495.10	387.30	1	0.2500	2	dog_face_IA	1220	495.10	387.30	469	524	751	.	325	RECTANGLE	[0, 2]	2242223	whole_video	2232214	Trial Relative	Lenny_1	4	clear	12-1	30.3	1	clear_goal_100.mp4	9976.00	4	2	1
Lenny_2	1	56118.00	0	.	.	0	.	.	.	.	.	.	.	0.0000	1	human_face_IA	.	.	.	259	197	541	.	-2	RECTANGLE	[2, 0, 2, 0, 2, 0]	2839679	whole_video	2829674	Trial Relative	Lenny_2	1	ambiguous	12-2	30.3	2	ambiguous_goal_100.mp4	9640.00	9	2	1
Lenny_2	1	56118.00	2680	177	1	3	.	.	112	0	534.10	378.20	1	0.3333	2	dog_face_IA	1245	636.60	438.70	469	524	751	.	325	RECTANGLE	[2, 0, 2, 0, 2, 0]	2839679	whole_video	2829674	Trial Relative	Lenny_2	1	ambiguous	12-2	30.3	2	ambiguous_goal_100.mp4	9640.00	9	2	1
Lenny_2	2	56118.00	0	.	.	0	.	.	.	.	.	.	.	0.0000	1	human_face_IA	.	.	.	259	197	541	.	-2	RECTANGLE	[2, 0, 2, 0, 2]	2850320	whole_video	2840309	Trial Relative	Lenny_2	2	ambiguous	12-2	30.3	2	ambiguous_goal_100.mp4	9836.00	5	2	1
Lenny_2	2	56118.00	4201	1839	1	3	.	.	295	0	509.80	367.00	1	0.6000	2	dog_face_IA	1448	589.70	406.20	469	524	751	.	325	RECTANGLE	[2, 0, 2, 0, 2]	2850320	whole_video	2840309	Trial Relative	Lenny_2	2	ambiguous	12-2	30.3	2	ambiguous_goal_100.mp4	9836.00	5	2	1
Lenny_2	3	56118.00	0	.	.	0	.	.	.	.	.	.	.	0.0000	1	human_face_IA	.	.	.	259	197	541	.	-2	RECTANGLE	[2, 0, 2]	2860799	whole_video	2850787	Trial Relative	Lenny_2	3	ambiguous	12-2	30.3	2	ambiguous_goal_100.mp4	9916.00	3	2	1
Lenny_2	3	56118.00	5262	1781	1	2	.	.	111	0	568.70	456.20	1	0.6667	2	dog_face_IA	3481	562.70	429.10	469	524	751	.	325	RECTANGLE	[2, 0, 2]	2860799	whole_video	2850787	Trial Relative	Lenny_2	3	ambiguous	12-2	30.3	2	ambiguous_goal_100.mp4	9916.00	3	2	1
Lenny_2	4	56118.00	4937	273	3	2	.	[2]	1193	1	311.60	145.40	0	0.2857	1	human_face_IA	4664	298.60	55.70	259	197	541	.	-2	RECTANGLE	[2, 0, 1, 2, 0]	2871240	whole_video	2861229	Trial Relative	Lenny_2	4	ambiguous	12-2	30.3	2	ambiguous_goal_100.mp4	9488.00	7	2	2
Lenny_2	4	56118.00	747	405	1	2	.	.	96	0	560.70	464.60	1	0.2857	2	dog_face_IA	342	600.00	488.70	469	524	751	.	325	RECTANGLE	[2, 0, 1, 2, 0]	2871240	whole_video	2861229	Trial Relative	Lenny_2	4	ambiguous	12-2	30.3	2	ambiguous_goal_100.mp4	9488.00	7	2	2
Lilly_1	1	56118.00	350	350	12	1	2	[2]	5915	1	390.60	185.10	0	0.0769	1	human_face_IA	350	390.60	185.10	259	197	541	.	-2	RECTANGLE	[2, 0, 2, 0, 2, 1, 0]	2816644	whole_video	2806637	Trial Relative	Lilly_1	1	ambiguous	07-1	30.3	1	ambiguous_goal_100.mp4	9582.00	13	2	2
Lilly_1	1	56118.00	3976	221	1	5	.	.	127	0	557.60	354.80	1	0.3846	2	dog_face_IA	399	591.00	469.60	469	524	751	.	325	RECTANGLE	[2, 0, 2, 0, 2, 1, 0]	2816644	whole_video	2806637	Trial Relative	Lilly_1	1	ambiguous	07-1	30.3	1	ambiguous_goal_100.mp4	9582.00	13	2	2
Lilly_1	2	56118.00	0	.	.	0	.	.	.	.	.	.	.	0.0000	1	human_face_IA	.	.	.	259	197	541	.	-2	RECTANGLE	[2, 0, 2, 0, 2]	2827683	whole_video	2817672	Trial Relative	Lilly_1	2	ambiguous	07-1	30.3	1	ambiguous_goal_100.mp4	9739.00	10	2	1
Lilly_1	2	56118.00	6372	1374	1	5	.	.	694	0	516.40	362.00	1	0.5000	2	dog_face_IA	562	733.40	446.60	469	524	751	.	325	RECTANGLE	[2, 0, 2, 0, 2]	2827683	whole_video	2817672	Trial Relative	Lilly_1	2	ambiguous	07-1	30.3	1	ambiguous_goal_100.mp4	9739.00	10	2	1
Lilly_1	3	56118.00	0	.	.	0	.	.	.	.	.	.	.	0.0000	1	human_face_IA	.	.	.	259	197	541	.	-2	RECTANGLE	[2, 0, 2, 0, 2]	2838122	whole_video	2828111	Trial Relative	Lilly_1	3	ambiguous	07-1	30.3	1	ambiguous_goal_100.mp4	9777.00	8	2	1
Lilly_1	3	56118.00	5599	1713	1	5	.	.	96	0	498.00	369.40	1	0.6250	2	dog_face_IA	1432	605.80	374.60	469	524	751	.	325	RECTANGLE	[2, 0, 2, 0, 2]	2838122	whole_video	2828111	Trial Relative	Lilly_1	3	ambiguous	07-1	30.3	1	ambiguous_goal_100.mp4	9777.00	8	2	1
Lilly_1	4	56118.00	0	.	.	0	.	.	.	.	.	.	.	0.0000	1	human_face_IA	.	.	.	259	197	541	.	-2	RECTANGLE	[2, 0, 2, 0]	2848562	whole_video	2838552	Trial Relative	Lilly_1	4	ambiguous	07-1	30.3	1	ambiguous_goal_100.mp4	9826.00	7	2	1
Lilly_1	4	56118.00	5242	163	1	4	.	.	97	0	585.20	399.20	1	0.5714	2	dog_face_IA	3198	617.60	440.50	469	524	751	.	325	RECTANGLE	[2, 0, 2, 0]	2848562	whole_video	2838552	Trial Relative	Lilly_1	4	ambiguous	07-1	30.3	1	ambiguous_goal_100.mp4	9826.00	7	2	1
Lilly_2	1	56118.00	366	366	3	1	2	[2]	695	1	402.80	140.00	0	0.0714	1	human_face_IA	366	402.80	140.00	259	197	541	.	-2	RECTANGLE	[2, 1, 2, 0, 2, 0, 2, 0, 2]	1101947	whole_video	1091937	Trial Relative	Lilly_2	1	clear	07-2	30.3	2	clear_goal_100.mp4	9333.00	14	2	2
Lilly_2	1	56118.00	3021	193	1	7	.	.	116	0	533.30	437.00	1	0.5000	2	dog_face_IA	281	530.40	402.10	469	524	751	.	325	RECTANGLE	[2, 1, 2, 0, 2, 0, 2, 0, 2]	1101947	whole_video	1091937	Trial Relative	Lilly_2	1	clear	07-2	30.3	2	clear_goal_100.mp4	9333.00	14	2	2
Lilly_2	2	56118.00	0	.	.	0	.	.	.	.	.	.	.	0.0000	1	human_face_IA	.	.	.	259	197	541	.	-2	RECTANGLE	[2, 0, 2, 0, 2]	1112385	whole_video	1102375	Trial Relative	Lilly_2	2	clear	07-2	30.3	2	clear_goal_100.mp4	9692.00	10	2	1
Lilly_2	2	56118.00	5869	1548	1	6	.	.	94	0	542.90	396.10	1	0.6000	2	dog_face_IA	629	622.90	471.50	469	524	751	.	325	RECTANGLE	[2, 0, 2, 0, 2]	1112385	whole_video	1102375	Trial Relative	Lilly_2	2	clear	07-2	30.3	2	clear_goal_100.mp4	9692.00	10	2	1
Lilly_2	3	56118.00	0	.	.	0	.	.	.	.	.	.	.	0.0000	1	human_face_IA	.	.	.	259	197	541	.	-2	RECTANGLE	[2, 0, 2, 0, 2, 0, 2, 0]	1122824	whole_video	1112813	Trial Relative	Lilly_2	3	clear	07-2	30.3	2	clear_goal_100.mp4	9411.00	14	2	1
Lilly_2	3	56118.00	4913	824	1	9	.	.	93	0	608.10	471.90	1	0.6429	2	dog_face_IA	271	635.40	412.30	469	524	751	.	325	RECTANGLE	[2, 0, 2, 0, 2, 0, 2, 0]	1122824	whole_video	1112813	Trial Relative	Lilly_2	3	clear	07-2	30.3	2	clear_goal_100.mp4	9411.00	14	2	1
Lilly_2	4	56118.00	0	.	.	0	.	.	.	.	.	.	.	0.0000	1	human_face_IA	.	.	.	259	197	541	.	-2	RECTANGLE	[2, 0, 2, 0]	1133293	whole_video	1123283	Trial Relative	Lilly_2	4	clear	07-2	30.3	2	clear_goal_100.mp4	9133.00	7	2	1
Lilly_2	4	56118.00	5176	1800	1	4	.	.	100	0	626.00	361.20	1	0.5714	2	dog_face_IA	1777	478.50	364.40	469	524	751	.	325	RECTANGLE	[2, 0, 2, 0]	1133293	whole_video	1123283	Trial Relative	Lilly_2	4	clear	07-2	30.3	2	clear_goal_100.mp4	9133.00	7	2	1
Mailo_1	1	56118.00	7548	1432	5	6	.	[2]	1391	1	392.80	145.30	0	0.4000	1	human_face_IA	456	368.90	152.60	259	197	541	.	-2	RECTANGLE	[2, 0, 1, 0, 2, 0, 1, 0, 1]	6831867	whole_video	6821857	Trial Relative	Mailo_1	1	ambiguous	01-1	30.3	1	ambiguous_goal_100.mp4	9469.00	15	2	2
Mailo_1	1	56118.00	193	171	1	2	.	.	490	0	485.10	382.90	1	0.1333	2	dog_face_IA	22	506.70	426.40	469	524	751	.	325	RECTANGLE	[2, 0, 1, 0, 2, 0, 1, 0, 1]	6831867	whole_video	6821857	Trial Relative	Mailo_1	1	ambiguous	01-1	30.3	1	ambiguous_goal_100.mp4	9469.00	15	2	2
Mailo_1	2	56118.00	8064	450	3	7	.	.	556	0	359.80	178.50	1	0.7000	1	human_face_IA	463	370.50	129.80	259	197	541	.	-2	RECTANGLE	[0, 1, 0, 1]	6842479	whole_video	6832468	Trial Relative	Mailo_1	2	ambiguous	01-1	30.3	1	ambiguous_goal_100.mp4	9636.00	10	2	1
Mailo_1	2	56118.00	0	.	.	0	.	.	.	.	.	.	.	0.0000	2	dog_face_IA	.	.	.	469	524	751	.	325	RECTANGLE	[0, 1, 0, 1]	6842479	whole_video	6832468	Trial Relative	Mailo_1	2	ambiguous	01-1	30.3	1	ambiguous_goal_100.mp4	9636.00	10	2	1
Mailo_1	3	56118.00	7984	1495	3	8	.	.	735	0	368.20	140.10	1	0.6667	1	human_face_IA	3855	360.60	153.70	259	197	541	.	-2	RECTANGLE	[0, 1, 0, 1, 0, 1]	6853101	whole_video	6843091	Trial Relative	Mailo_1	3	ambiguous	01-1	30.3	1	ambiguous_goal_100.mp4	9509.00	12	2	1
Mailo_1	3	56118.00	0	.	.	0	.	.	.	.	.	.	.	0.0000	2	dog_face_IA	.	.	.	469	524	751	.	325	RECTANGLE	[0, 1, 0, 1, 0, 1]	6853101	whole_video	6843091	Trial Relative	Mailo_1	3	ambiguous	01-1	30.3	1	ambiguous_goal_100.mp4	9509.00	12	2	1
Mailo_1	4	56118.00	8687	1784	3	7	.	.	595	0	353.00	170.10	1	0.5833	1	human_face_IA	744	355.30	147.10	259	197	541	.	-2	RECTANGLE	[0, 1, 0, 2, 0, 1]	6863753	whole_video	6853743	Trial Relative	Mailo_1	4	ambiguous	01-1	30.3	1	ambiguous_goal_100.mp4	9761.00	12	2	2
Mailo_1	4	56118.00	116	116	7	1	.	[1]	5389	1	492.60	333.70	1	0.0833	2	dog_face_IA	116	492.60	333.70	469	524	751	.	325	RECTANGLE	[0, 1, 0, 2, 0, 1]	6863753	whole_video	6853743	Trial Relative	Mailo_1	4	ambiguous	01-1	30.3	1	ambiguous_goal_100.mp4	9761.00	12	2	2
Mailo_2	1	56118.00	8955	2810	4	7	2	[2]	2700	1	365.30	156.90	0	0.7000	1	human_face_IA	44	355.50	121.20	259	197	541	.	-2	RECTANGLE	[2, 0, 2, 1]	3207554	whole_video	3197551	Trial Relative	Mailo_2	1	clear	01-2	30.3	2	clear_goal_100.mp4	9691.00	10	2	2
Mailo_2	1	56118.00	482	153	1	2	.	.	1789	0	525.30	326.60	1	0.2000	2	dog_face_IA	329	490.00	464.40	469	524	751	.	325	RECTANGLE	[2, 0, 2, 1]	3207554	whole_video	3197551	Trial Relative	Mailo_2	1	clear	01-2	30.3	2	clear_goal_100.mp4	9691.00	10	2	2
Mailo_2	2	56118.00	7671	225	3	8	.	.	820	0	342.70	165.80	1	0.5714	1	human_face_IA	210	355.10	130.70	259	197	541	.	-2	RECTANGLE	[0, 1, 0, 2, 1, 0, 1, 0]	3218153	whole_video	3208146	Trial Relative	Mailo_2	2	clear	01-2	30.3	2	clear_goal_100.mp4	9374.00	14	2	2
Mailo_2	2	56118.00	260	260	6	1	.	[1]	1786	1	514.50	436.00	1	0.0714	2	dog_face_IA	260	514.50	436.00	469	524	751	.	325	RECTANGLE	[0, 1, 0, 2, 1, 0, 1, 0]	3218153	whole_video	3208146	Trial Relative	Mailo_2	2	clear	01-2	30.3	2	clear_goal_100.mp4	9374.00	14	2	2
Mailo_2	3	56118.00	6497	721	3	11	.	.	489	0	368.10	192.60	1	0.6875	1	human_face_IA	79	357.30	154.50	259	197	541	.	-2	RECTANGLE	[0, 1, 0, 1, 2, 1]	3228778	whole_video	3218773	Trial Relative	Mailo_2	3	clear	01-2	30.3	2	clear_goal_100.mp4	9472.00	16	2	2
